Entry	Entry name	Protein names	Organism	Length	Gene names  (primary )	Gene ontology (cellular component)	Gene ontology (biological process)	Gene ontology (molecular function)
P33897	ABCD1_HUMAN	ATP-binding cassette sub-family D member 1 (Adrenoleukodystrophy protein) (ALDP)	Homo sapiens (Human)	745	ABCD1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of peroxisomal membrane [GO:0005779]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; perinuclear region of cytoplasm [GO:0048471]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]	alpha-linolenic acid metabolic process [GO:0036109]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; fatty acid elongation [GO:0030497]; fatty acid homeostasis [GO:0055089]; linoleic acid metabolic process [GO:0043651]; long-chain fatty acid catabolic process [GO:0042758]; long-chain fatty acid import into peroxisome [GO:0015910]; myelin maintenance [GO:0043217]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; neuron projection maintenance [GO:1990535]; peroxisomal membrane transport [GO:0015919]; peroxisome organization [GO:0007031]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of unsaturated fatty acid biosynthetic process [GO:2001280]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of fatty acid beta-oxidation [GO:0031998]; regulation of mitochondrial depolarization [GO:0051900]; regulation of oxidative phosphorylation [GO:0002082]; sterol homeostasis [GO:0055092]; transmembrane transport [GO:0055085]; very long-chain fatty acid catabolic process [GO:0042760]; very long-chain fatty-acyl-CoA catabolic process [GO:0036113]	ADP binding [GO:0043531]; ATPase activity [GO:0016887]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; fatty-acyl-CoA transmembrane transporter activity [GO:0015607]; identical protein binding [GO:0042802]; long-chain fatty acid transporter activity [GO:0005324]; protein homodimerization activity [GO:0042803]; transporter activity [GO:0005215]
P35080	PROF2_HUMAN	Profilin-2 (Profilin II)	Homo sapiens (Human)	140	PFN2	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; postsynapse [GO:0098794]; presynapse [GO:0098793]; Schaffer collateral - CA1 synapse [GO:0098685]	actin cytoskeleton organization [GO:0030036]; modification of postsynaptic actin cytoskeleton [GO:0098885]; negative regulation of actin filament polymerization [GO:0030837]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of ruffle assembly [GO:1900028]; positive regulation of actin filament bundle assembly [GO:0032233]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of ATPase activity [GO:0032781]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of stress fiber assembly [GO:0051496]; protein stabilization [GO:0050821]; regulation of actin filament polymerization [GO:0030833]; regulation of synaptic vesicle exocytosis [GO:2000300]	actin binding [GO:0003779]; actin monomer binding [GO:0003785]; ATPase activity [GO:0016887]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]
P35520	CBS_HUMAN	Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	Homo sapiens (Human)	551	CBS	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	cysteine biosynthetic process [GO:0019344]; cysteine biosynthetic process from serine [GO:0006535]; cysteine biosynthetic process via cystathionine [GO:0019343]; DNA protection [GO:0042262]; homocysteine catabolic process [GO:0043418]; homocysteine metabolic process [GO:0050667]; hydrogen sulfide biosynthetic process [GO:0070814]; L-cysteine catabolic process [GO:0019448]; L-serine catabolic process [GO:0006565]; L-serine metabolic process [GO:0006563]; transsulfuration [GO:0019346]	carbon monoxide binding [GO:0070025]; cystathionine beta-synthase activity [GO:0004122]; cysteine synthase activity [GO:0004124]; enzyme binding [GO:0019899]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; modified amino acid binding [GO:0072341]; nitric oxide binding [GO:0070026]; nitrite reductase (NO-forming) activity [GO:0050421]; oxygen binding [GO:0019825]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; S-adenosyl-L-methionine binding [GO:1904047]; ubiquitin protein ligase binding [GO:0031625]
P35611	ADDA_HUMAN	Alpha-adducin (Erythrocyte adducin subunit alpha)	Homo sapiens (Human)	737	ADD1	cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; F-actin capping protein complex [GO:0008290]; focal adhesion [GO:0005925]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]	actin cytoskeleton organization [GO:0030036]; actin filament bundle assembly [GO:0051017]; barbed-end actin filament capping [GO:0051016]; cell morphogenesis [GO:0000902]; cellular response to calcium ion [GO:0071277]; cell volume homeostasis [GO:0006884]; erythrocyte differentiation [GO:0030218]; hemoglobin metabolic process [GO:0020027]; homeostasis of number of cells within a tissue [GO:0048873]; in utero embryonic development [GO:0001701]; IRE1-mediated unfolded protein response [GO:0036498]; multicellular organism growth [GO:0035264]; positive regulation of adherens junction organization [GO:1903393]; positive regulation of establishment of endothelial barrier [GO:1903142]; positive regulation of protein binding [GO:0032092]; transmembrane transport [GO:0055085]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; spectrin binding [GO:0030507]; structural molecule activity [GO:0005198]; transcription factor binding [GO:0008134]
P36952	SPB5_HUMAN	Serpin B5 (Maspin) (Peptidase inhibitor 5) (PI-5)	Homo sapiens (Human)	375	SERPINB5	cytoplasm [GO:0005737]; extracellular space [GO:0005615]	extracellular matrix organization [GO:0030198]; morphogenesis of an epithelium [GO:0002009]; negative regulation of endopeptidase activity [GO:0010951]; prostate gland morphogenesis [GO:0060512]; regulation of epithelial cell proliferation [GO:0050678]	serine-type endopeptidase inhibitor activity [GO:0004867]
P40818	UBP8_HUMAN	Ubiquitin carboxyl-terminal hydrolase 8 (EC 3.4.19.12) (Deubiquitinating enzyme 8) (Ubiquitin isopeptidase Y) (hUBPy) (Ubiquitin thioesterase 8) (Ubiquitin-specific-processing protease 8)	Homo sapiens (Human)	1118	USP8	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; early endosome [GO:0005769]; extrinsic component of endosome membrane [GO:0031313]; extrinsic component of plasma membrane [GO:0019897]; glutamatergic synapse [GO:0098978]; midbody [GO:0030496]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]	cell population proliferation [GO:0008283]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to nerve growth factor stimulus [GO:1990090]; endosome organization [GO:0007032]; mitotic cytokinesis [GO:0000281]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; Ras protein signal transduction [GO:0007265]; regulation of protein catabolic process at postsynapse, modulating synaptic transmission [GO:0099576]; regulation of protein localization [GO:0032880]; regulation of protein stability [GO:0031647]; ubiquitin-dependent protein catabolic process [GO:0006511]	cadherin binding [GO:0045296]; cysteine-type endopeptidase activity [GO:0004197]; SH3 domain binding [GO:0017124]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]
P43246	MSH2_HUMAN	DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2)	Homo sapiens (Human)	934	MSH2	membrane [GO:0016020]; mismatch repair complex [GO:0032300]; MutSalpha complex [GO:0032301]; MutSbeta complex [GO:0032302]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	B cell differentiation [GO:0030183]; B cell mediated immunity [GO:0019724]; cell cycle arrest [GO:0007050]; determination of adult lifespan [GO:0008340]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; germ cell development [GO:0007281]; intra-S DNA damage checkpoint [GO:0031573]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; in utero embryonic development [GO:0001701]; isotype switching [GO:0045190]; maintenance of DNA repeat elements [GO:0043570]; male gonad development [GO:0008584]; mismatch repair [GO:0006298]; negative regulation of DNA recombination [GO:0045910]; negative regulation of neuron apoptotic process [GO:0043524]; oxidative phosphorylation [GO:0006119]; positive regulation of helicase activity [GO:0051096]; positive regulation of isotype switching to IgA isotypes [GO:0048298]; positive regulation of isotype switching to IgG isotypes [GO:0048304]; postreplication repair [GO:0006301]; protein localization to chromatin [GO:0071168]; response to UV-B [GO:0010224]; response to X-ray [GO:0010165]; somatic hypermutation of immunoglobulin genes [GO:0016446]; somatic recombination of immunoglobulin gene segments [GO:0016447]	ATP binding [GO:0005524]; centromeric DNA binding [GO:0019237]; chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA-dependent ATPase activity [GO:0008094]; enzyme binding [GO:0019899]; guanine/thymine mispair binding [GO:0032137]; protein C-terminus binding [GO:0008022]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]
P48729	KC1A_HUMAN	Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)	Homo sapiens (Human)	337	CSNK1A1	beta-catenin destruction complex [GO:0030877]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	beta-catenin destruction complex assembly [GO:1904885]; beta-catenin destruction complex disassembly [GO:1904886]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell morphogenesis [GO:0000902]; cell surface receptor signaling pathway [GO:0007166]; Golgi organization [GO:0007030]; intermediate filament cytoskeleton organization [GO:0045104]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein phosphorylation [GO:0006468]; regulation of GTP binding [GO:1904424]; signal transduction [GO:0007165]; Wnt signaling pathway [GO:0016055]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P49711	CTCF_HUMAN	Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)	Homo sapiens (Human)	727	CTCF	chromosome, centromeric region [GO:0000775]; condensed chromosome [GO:0000793]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	chromosome segregation [GO:0007059]; DNA methylation [GO:0006306]; maintenance of DNA methylation [GO:0010216]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleosome positioning [GO:0016584]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to chromosome, centromeric region [GO:0071459]; regulation of centromeric sister chromatid cohesion [GO:0070602]; regulation of gene expression, epigenetic [GO:0040029]; regulation of gene expression by genetic imprinting [GO:0006349]; regulation of histone acetylation [GO:0035065]; regulation of histone methylation [GO:0031060]; regulation of molecular function, epigenetic [GO:0040030]	chromatin insulator sequence binding [GO:0043035]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]; transcription regulatory region DNA binding [GO:0044212]; zinc ion binding [GO:0008270]
P51610	HCFC1_HUMAN	Host cell factor 1 (HCF) (HCF-1) (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6]	Homo sapiens (Human)	2035	HCFC1	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; histone acetyltransferase complex [GO:0000123]; membrane [GO:0016020]; MLL1 complex [GO:0071339]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; Set1C/COMPASS complex [GO:0048188]	blastocyst hatching [GO:0001835]; cell cycle [GO:0007049]; cellular response to organic cyclic compound [GO:0071407]; histone H4-K16 acetylation [GO:0043984]; histone H4-K5 acetylation [GO:0043981]; histone H4-K8 acetylation [GO:0043982]; mitochondrion organization [GO:0007005]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell cycle [GO:0045787]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription, DNA-templated [GO:0045893]; protein deubiquitination [GO:0016579]; protein stabilization [GO:0050821]; regulation of protein complex assembly [GO:0043254]; regulation of transcription, DNA-templated [GO:0006355]; release from viral latency [GO:0019046]	activating transcription factor binding [GO:0033613]; cadherin binding [GO:0045296]; chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; identical protein binding [GO:0042802]; protein binding, bridging [GO:0030674]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription coactivator activity [GO:0003713]
